club_name,city,state,league,tier,tier_label,conference,division,gender,source_file
Camp Hill SC,Camp Hill,PA,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Cedar Stars Academy,Carlstadt,NJ,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Cedar Stars Academy - Monmouth,Tinton Falls,NJ,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Cedar Stars Academy (Staten Island),Staten Island,NY,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Centercourt FC,Unknown,NJ,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Central Jersey Futbol Alliance,Monroe Township,NJ,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Central Susquehanna SC,Lewisburg,PA,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
CFC North,Newtown,CT,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Chatham United SA,Chatham,NJ,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Chelsea Piers Soccer Club,Stamford,CT,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Cherry Hill FC,Cherry Hill,NJ,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Cherry Hill SC,Cherry Hill,NJ,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Cheshire Soccer Academy,Cheshire,CT,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Chestnut Hill Soccer Club,Philadelphia,PA,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Cinnaminson SC,Cinnaminson,NJ,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Clark SC,Clark,NJ,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Clifton United FC,Clifton,NJ,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Colonia Youth Soccer Association,Colonia,NJ,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Colts Neck,Colts Neck,NJ,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Community SC,Linden,NJ,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Connetquot United Soccer Club,Bohemia,NY,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Coppermine SC,Baltimore,MD,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Coventry SA,Pottstown,PA,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Cranbury Soccer Club,Cranbury,NJ,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Cranford SC,Cranford,NJ,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
CSB Youth Soccer Club,Brooklyn,NY,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
CT Rush,Glastonbury,CT,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Dallastown Soccer Club,York,PA,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Danubia SC,Astoria,NY,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Delaware Football Club,Unknown,DE,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Delaware Futbol Academy,Unknown,DE,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Deptford FC,Deptford,NJ,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Dillsburg Area SC,Dillsburg,PA,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
East Brunswick Soccer Club,East Brunswick,NJ,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
East Greenwich SA,East Greenwich,RI,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
East Hanover Soccer Club,East Hanover,NJ,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
East Penn SC,Emmaus,PA,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
East Ramapo,Spring Valley,NY,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
East Windsor PAL,East Windsor,NJ,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Edison United SA,Edison,NJ,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Egg Harbor Township SC,Egg Harbor Township,NJ,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Elite Academy Jupiter,Jupiter,FL,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Elite Soccer Club Plainfield,Plainfield,NJ,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Elizabeth Youth Soccer,Elizabeth,NJ,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Elmwood Park Crew Soccer Club,Elmwood Park,NJ,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
ENCO United Soccer Club,Easton,PA,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Ephrata Youth SC,Ephrata,PA,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Europa Lions FC,Waldwick,NY,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Fairfield United SA,Fairfield,CT,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Fairfield Youth Soccer Club,Fairfield,CT,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Falls SC,Levittown,PA,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
FC Ballyhoo,Flemington,NJ,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
FC Berna Legacy,Garfield,NJ,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
FC Brasil,Newark,NJ,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
FC Copa Academy,Hillsborough Township,NJ,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
FC DELCO,Wayne,PA,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
FC Dutchmen Premier,Schenectady,NY,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
FC Montco,Lansdale,PA,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
FC Neshanic,Neshanic Station,NJ,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
FC Pocono,East Stroudsburg,PA,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
FC Somers,Somers,NY,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
FC Virginia,Richmond,VA,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Fever SC,Woodbridge,NJ,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Florham Park Soccer Club,Florham Park,NJ,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Florida Legends FC,Unknown,FL,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Fort Lee Soccer League,Fort Lee,NJ,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Franklin Township SC,Franklin Township,NJ,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Franklin TWP Youth Soccer,Newfield,NJ,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Freehold SL,Freehold,NJ,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Futbol Total Academy NJ,North Plainfield,NJ,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Future Soccer Academy,Ridgefield Park,NY,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Gettysburg Youth Soccer Club,Gettysburg,PA,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Hamilton Soccer Club,Allentown,NJ,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Hammonton YSA,Hammonton,NJ,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Hanover Soccer Club (NJ),Hanover,NJ,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Harford FC United,Forest Hill,MD,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Harrison SC,Harrison,NJ,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Haverford SC,Havertown,PA,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Hazlet United,Hazlet,NJ,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Hempstead EOC,Hempstead,NY,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Hershey SC,Hershey,PA,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
HEX FC,Hackensack,NJ,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Higher Level,East Greenwich,RI,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Highland Youth Soccer Club,Sicklerville,NJ,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Hillsborough SC,Hillsborough,NJ,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Hoboken United,Hoboken,NJ,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Holmdel FC,Holmdel,NJ,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Horsham Soccer,Horsham,PA,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Howell United SC,Howell,NJ,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Hudson Valley Premier Program,Newburgh,NY,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Hulmeville SC,Hulmeville,PA,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Hunter SC,Quakertown,PA,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Huntingdon Valley AA,Huntingdon Valley,PA,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Inter NJ Soccer Club,Kearny,NJ,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Iron Valley United SC,Lebanon,PA,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Ironbound SC,Newark,NJ,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Ives Estates PSG,Miami,FL,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Jackson SC,Jackson,NJ,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
JAE Academy Plainfield,Plainfield,NJ,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
JCFC Academy,Unknown,CT,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Jersey City Soccer Association,Jersey City,NJ,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Jersey Crew SC,Midland Park,NJ,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Jersey Elite Soccer Academy,Parsippany,NJ,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Jersey Knights SC,Wayne,NJ,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Jersey Rangers Soccer Academy,Clifton,NJ,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Jersey Shore Boca Jr FC,Point Pleasant,NJ,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Jersey South FC,Evesham,NJ,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Juventus Academy Miami,Miami,FL,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Juventus Academy NY,Brooklyn,NY,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Kearny Thistle United FC,Kearny,NJ,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Key Biscayne SC,Key Biscayne,FL,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Keystone Athletic,Harrisburg,PA,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Keystone FC,Lancaster,PA,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Kids United - NY,Brooklyn,NY,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
King of Prussia SC,King of Prussia,PA,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Lacey SC,Lacey Township,NJ,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Lancaster FC,Lancaster,PA,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Lancaster Inferno,Lancaster,PA,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Lansdowne Yonkers FC,Yonkers,NY,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Lehigh Valley United,Bethlehem,PA,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Lionville SC,Exton,PA,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Maple Shade Soccer,Maple Shade,NJ,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Marlboro Soccer Association,Marlboro,NJ,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Marlton Soccer Club,Marlton,NJ,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Maryland United FC,Germantown,MD,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Match Fit Academy FC,Kearny,NJ,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Match Fit Surf,Brick,NJ,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Medford SC,Medford,NJ,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Medford Strikers SC,Medford,NJ,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Mercer United FC,Hamilton Township,NJ,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Monmouth United Soccer,West Long Branch,NJ,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Montgomery Travelers Soccer Club,Belle Mead,NJ,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Montgomery United SC,Montgomery,NJ,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Mountain Top Youth SA,Mountain Top,PA,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
NESA,Nutley,NJ,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
New Jersey Stallions,Clifton,NJ,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
New York Titans FC,Brooklyn,NY,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
NJ Blaze,Flemington,NJ,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
NJ Nationals FC,Egg Harbor Township,NJ,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
NJ Premier FC,Somerset,NJ,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
NJ Santos FC,Elizabeth,NJ,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Nona Soccer Academy,Lake Nona,FL,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
North Plainfield SC,North Plainfield,NJ,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
NY Hota Bavarians SC,New York,NY,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Oakwood Sports Center,Glastonbury,CT,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Ocean Township United SA,Ocean Township,NJ,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Ocean United,Unknown,NJ,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Old Bridge Soccer Club,Old Bridge,NJ,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
PA Classics,Manheim,PA,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
PA Classics Harrisburg,Harrisburg,PA,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
PA Mutiny Gold,Collegeville,PA,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Parsippany SC,Parsippany,NJ,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
PASCO Soccer Club,Paterson,NJ,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Passaic Youth Soccer,Passaic,NJ,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Penn Alliance Select,Allentown,PA,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Penn Fusion Soccer Academy,West Chester,PA,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Philadelphia International FC,Philadelphia,PA,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Philadelphia SC,Philadelphia,PA,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Phoenixville Area SC,Phoenixville,PA,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Pittsgrove Soccer Club,Pittsgrove,NJ,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Plantation FC Rush,Plantation,FL,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Princeton SA,Princeton,NJ,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
PSA SDFC,Randolph,NJ,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Quakertown SC,Quakertown,PA,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Radnor SC,Wayne,PA,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Rahway Youth Soccer,Rahway,NJ,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
RCD Espanyol de Barcelona NJ,West New York,NJ,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Real Jersey FC,Unknown,NJ,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Ridgefield Football Club,Ridgefield,NJ,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Rose Tree Soccer Club,Media,PA,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Saratoga-Wilton Soccer Club,Saratoga Springs,NY,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Sayreville Soccer Club,South Amboy,NJ,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
SC Vistula Garfield,Garfield,NJ,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Schulz Academy,Orlando,FL,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
SCP Youth Soccer,Kenilworth,NJ,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Sevilla FC Academy Florida,Miami,FL,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
SFL Club,Millburn,NJ,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
SJEB FC,Medford,NJ,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Soccer Vision Academy,Unknown,OH,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
South Orlando Soccer Club,Orlando,FL,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Southampton SA,Southampton,PA,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Southern Chester County SA,Avondale,PA,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Southern Soccer Academy,Marietta,GA,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Sporting AC New Jersey,Newark,NJ,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Sporting Athletic Club,Newark,NJ,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Sporting CT,Middletown,CT,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Springfield SC,Springfield,NJ,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Steel United NJ,Bridgewater,NJ,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Steel United PA,Philadelphia,PA,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Sticks N Kicks Soccer Academy,Fairfield,NJ,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Team Challenger FC North,Unknown,OH,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Team Challenger FC South,Unknown,OH,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Top Notch Soccer New Jersey,Trenton,NJ,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Valencia Soccer Academy,Edison,NJ,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Voorhees SA,Voorhees,NJ,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Wall Elite SC,Wall Township,NJ,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Wall Soccer Club,Wall Township,NJ,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Warrington SC,Warrington,PA,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Westbury Youth Soccer Club,Westbury,NY,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Western Lehigh United SC,Wescosville,PA,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Westfield SA,Westfield,NJ,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Weston FC,Weston,FL,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Weston Select Soccer Club,Weston,FL,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Williams Soccer Academy,Hartford,CT,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Woodbridge SC,Woodbridge,NJ,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Yardley Makefield Soccer,Morrisville,PA,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
Yorktown Youth Soccer Club,Yorktown Heights,NY,EDP Soccer,T2,Competitive Travel,,,Mixed,edp_clubs.csv
AC Brea Soccer,,CA,SoCal Soccer League,T2,Competitive Travel,,,Both,socal_soccer_clubs.csv
ALBION SC Riverside,,CA,SoCal Soccer League,T2,Competitive Travel,,,Both,socal_soccer_clubs.csv
ALBION SC San Diego,,CA,SoCal Soccer League,T2,Competitive Travel,,,Both,socal_soccer_clubs.csv
ALBION SC Santa Ana,,CA,SoCal Soccer League,T2,Competitive Travel,,,Both,socal_soccer_clubs.csv
ALBION SC Santa Monica,,CA,SoCal Soccer League,T2,Competitive Travel,,,Both,socal_soccer_clubs.csv
Academia de Futbol Tigres,,CA,SoCal Soccer League,T2,Competitive Travel,,,Both,socal_soccer_clubs.csv
Anaheim Futbol Club,,CA,SoCal Soccer League,T2,Competitive Travel,,,Both,socal_soccer_clubs.csv
Antelope Valley Futbol Club,,CA,SoCal Soccer League,T2,Competitive Travel,,,Both,socal_soccer_clubs.csv
Apple Valley SC Storm,,CA,SoCal Soccer League,T2,Competitive Travel,,,Both,socal_soccer_clubs.csv
Aztecs FC,,CA,SoCal Soccer League,T2,Competitive Travel,,,Both,socal_soccer_clubs.csv
Bakersfield Alliance,,CA,SoCal Soccer League,T2,Competitive Travel,,,Both,socal_soccer_clubs.csv
Beach Futbol Club,,CA,SoCal Soccer League,T2,Competitive Travel,,,Both,socal_soccer_clubs.csv
Bell Gardens FC,,CA,SoCal Soccer League,T2,Competitive Travel,,,Both,socal_soccer_clubs.csv
Boca Orange County,,CA,SoCal Soccer League,T2,Competitive Travel,,,Both,socal_soccer_clubs.csv
Borussia Del Mar Soccer Club,,CA,SoCal Soccer League,T2,Competitive Travel,,,Both,socal_soccer_clubs.csv
CDA Slammers,,CA,SoCal Soccer League,T2,Competitive Travel,,,Both,socal_soccer_clubs.csv
CZ Elite (CA-S),,CA,SoCal Soccer League,T2,Competitive Travel,,,Boys,socal_soccer_clubs.csv
California Athletic SC,,CA,SoCal Soccer League,T2,Competitive Travel,,,Both,socal_soccer_clubs.csv
California Football Academy,,CA,SoCal Soccer League,T2,Competitive Travel,,,Both,socal_soccer_clubs.csv
California Rush Soccer Club,,CA,SoCal Soccer League,T2,Competitive Travel,,,Both,socal_soccer_clubs.csv
Capo FC,,CA,SoCal Soccer League,T2,Competitive Travel,,,Both,socal_soccer_clubs.csv
Cardiff Sockers,,CA,SoCal Soccer League,T2,Competitive Travel,,,Both,socal_soccer_clubs.csv
Celtic Soccer Club (S-CA),,CA,SoCal Soccer League,T2,Competitive Travel,,,Both,socal_soccer_clubs.csv
Central Cal Aztecs,,CA,SoCal Soccer League,T2,Competitive Travel,,,Both,socal_soccer_clubs.csv
Chelsea OC,,CA,SoCal Soccer League,T2,Competitive Travel,,,Both,socal_soccer_clubs.csv
Chula Vista FC,,CA,SoCal Soccer League,T2,Competitive Travel,,,Both,socal_soccer_clubs.csv
City SC,,CA,SoCal Soccer League,T2,Competitive Travel,,,Both,socal_soccer_clubs.csv
City SC - San Marcos,,CA,SoCal Soccer League,T2,Competitive Travel,,,Both,socal_soccer_clubs.csv
City SC Chula Vista,,CA,SoCal Soccer League,T2,Competitive Travel,,,Both,socal_soccer_clubs.csv
City SC South Bay,,CA,SoCal Soccer League,T2,Competitive Travel,,,Both,socal_soccer_clubs.csv
City SC Southwest,,CA,SoCal Soccer League,T2,Competitive Travel,,,Both,socal_soccer_clubs.csv
Claremont Stars Soccer Club,,CA,SoCal Soccer League,T2,Competitive Travel,,,Both,socal_soccer_clubs.csv
Club Deportivo La Esperanza,,CA,SoCal Soccer League,T2,Competitive Travel,,,Both,socal_soccer_clubs.csv
Coronado FC,,CA,SoCal Soccer League,T2,Competitive Travel,,,Both,socal_soccer_clubs.csv
Crusaders Soccer League,,CA,SoCal Soccer League,T2,Competitive Travel,,,Both,socal_soccer_clubs.csv
Culture FC,,CA,SoCal Soccer League,T2,Competitive Travel,,,Both,socal_soccer_clubs.csv
Culver City Football Club,,CA,SoCal Soccer League,T2,Competitive Travel,,,Both,socal_soccer_clubs.csv
Desert Empire Surf,,CA,SoCal Soccer League,T2,Competitive Travel,,,Both,socal_soccer_clubs.csv
Downey Futbol Club,,CA,SoCal Soccer League,T2,Competitive Travel,,,Both,socal_soccer_clubs.csv
Downey United Football Club,,CA,SoCal Soccer League,T2,Competitive Travel,,,Both,socal_soccer_clubs.csv
Dynamo,,CA,SoCal Soccer League,T2,Competitive Travel,,,Both,socal_soccer_clubs.csv
Dynamo El Centro Soccer Club,,CA,SoCal Soccer League,T2,Competitive Travel,,,Both,socal_soccer_clubs.csv
ELI7E FC,,CA,SoCal Soccer League,T2,Competitive Travel,,,Both,socal_soccer_clubs.csv
Eagle Soccer Club KC,,CA,SoCal Soccer League,T2,Competitive Travel,,,Both,socal_soccer_clubs.csv
Eagles SC,,CA,SoCal Soccer League,T2,Competitive Travel,,,Both,socal_soccer_clubs.csv
